Oil Climate Index Consolidated Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,10/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Climate Index Webtool - Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer to oci.carnegiendowment.org/methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtitle/Reference,Subtitle/Reference,Data Field Names,Units,Notes/Sources,List of oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cases Start Here ----->,d,d,d,d,d,d,d,d,d,,
,,Region,,,Middle East & N. Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Asia-Pacific,Russia & Eurasia,S. America & Carribean,S. America & Carribean,North America,Asia-Pacific,Asia-Pacific,Asia-Pacific,S. America & Carribean,S. America & Carribean,S. America & Carribean,Asia-Pacific,Asia-Pacific,Asia-Pacific,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Europe,Europe,Europe,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,S. America & Carribean,S. America & Carribean,North America,North America,North America,North America,Europe,North America,Russia & Eurasia,Europe,S. America & Carribean,,
,,Product slate,,,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,bbl product per 100000 bbl crude oil,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gasoline,,,84801.7,32245.7,23468.8,39348.2,31325,18258.6,49126.4,49040.9,37458.1,45646.6,19117.1,44484.6,33465.3,45981.2,32139.2,29304.3,49241.2,12492.8,33379.9,38050.5,41065,37189.4,24632.3,37693.2,41234.8,26164,20999.8,26228.8,39605.4,22095.6,38888,24206.3,12596.3,24206.3,18358,29590.9,33049.6,26130.1,30265.5,44320.7,36830,25953.1,37807,33831.6,34413,39018.8,45529,38097,28977.9,28977.9,35555.9,49374.4,78398.1,28012.4,22838,32814,52600.5,25715.9,50412,30783.3,42200.4,25715.9,57629.7,42366.9,43503.7,41987.7,48125.4,35858.9,16267.5,16362.7,17543.4,26427.7,27477.1,48622.7,57223.4,,
,,Jet Fuel,,,7470.4,18400.9,10217,16008.9,19567.6,23962.4,9216.5,18469.8,18909.5,8237.3,22980,9552.1,22234.2,24865.8,23854.6,26855,5749,17944.6,19715.1,20332.2,20371,20392.5,16488,16022.1,26423.5,16778.1,14409.7,17737.6,20034.6,24340.8,32295.9,28123.3,10587.1,28123.3,21963.5,21188.4,23541.9,20826,17437.6,21931.7,20230.7,23975.3,22099.7,17440.2,20014.1,21003.2,22282.7,17132.7,24659.7,24659.7,24341,24592.4,14336.9,23866.4,28087,16219.3,17140.5,23821.9,9668.6,23275.4,18987.3,23821.9,10512,21982.8,21063,10355.5,11386.1,11288.6,29642.5,27827.1,17982.2,15715.2,23943.6,16372.7,13082.6,,
,,Diesel,,,427.8,23943.1,19587.3,19000.7,6694.2,11219.5,36185.5,28874.9,14470,39159.6,10202,40547.1,17987,20208.2,18401.8,7563.5,35032.5,8579,18988.1,17443.6,20838.2,18371.2,18212.1,20340.6,16037,24356.9,14736.9,12264,18381.8,7627.7,19714.4,13412.6,14499.8,13412.6,13311.4,7981.9,8401,12221.9,17365.3,14651.3,18895.1,8130.9,18183.5,17793.2,18943.3,19833.9,19061.1,18498.9,10061.3,10061.3,10207.4,8584.3,1507.5,8617.5,11198.2,22939.7,28737.5,9109.5,37879.7,7929.8,19989.5,9109.5,31834.9,18617.2,20630.5,36158.6,27622,21666.3,18614.9,16239.2,8280,17330.3,11178.6,20648.8,18540.2,,
,,Fuel Oil,,,166.3,0,0,0,9625.8,11607.2,0,0,0,0,12945.6,0,0,0,0,9689.1,0,12695.5,0,0,0,0,0,0,0,0,0,9778,0,11006.1,0,11182.5,13253.2,11182.5,10281.1,9191.5,8402.4,10432.2,0,0,0,7512.8,0,0,0,0,0,0,9439.6,9439.6,8911.5,6840.6,853.4,8125,8667.3,0,0,7581,0,8472.5,0,7581,0,0,0,0,0,0,18314.5,15844.9,8492.9,0,6570.6,0,0,,
,,Petroleum Coke,,,0,0,0,0,0,0,7905.5,0,0,10676.5,0,9515.2,0,0,0,0,10437.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5530.3,0,7984.8,0,0,0,6433.5,0,0,15455.7,13825.3,0,0,0,0,0,0,0,15186.6,,
,,Residual Fuels,,,79.5,29256.2,46953.7,29129.5,28017.4,33456.2,4119.7,10916.8,31627,4239.4,32964.4,4373.7,29870.6,11960.7,29222.7,27310.3,4246.2,48131.3,30580.4,26918.7,18095.6,25777.6,38654.6,27754.7,11430.1,34571,47173.6,33616,23468.4,27193.8,17173.1,28238.1,45964.4,28238.1,33480.6,30590.9,24904.9,29099.7,34856.7,16957.8,26192.3,33032.5,23359.5,33594.5,29266.1,22660.8,12992.9,28826.1,26160.8,26160.8,19365.4,7598.1,589.4,31379.9,29159.3,30036.8,3405.3,32768.7,4413,27224.4,21602.1,32768.7,3667.3,18949.8,21426.7,3780,2587.7,35258.2,18270.2,24262,47913.9,42100.6,30730.1,15599.1,3311.1,,
,,Surplus Refinery Fuel Gas (RFG),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Liquefied Petroleum Gases (LPG),,,4078.58,1436,1073.6,1636.8,1971.9,1289.1,6219.8,1972.5,1588.7,5783.6,1398.9,5638.2,1623.3,2113.8,1651.1,1928.6,7227.2,924,1400.5,1787.6,2056,1720.2,1214.7,1801.4,2384.9,1338.2,1114.4,1510.3,2073.8,1577.4,1688.5,1530.1,928.2,1530.1,1438.9,1674.9,2052.4,1796.6,1556.4,2137.7,1791.3,1779.6,1859.3,1540.9,1669.9,1962.7,2238.7,1841.3,1951.7,1951.7,2034.6,2699.2,3906.4,1671.2,1634.8,1879.1,5866.3,1576.2,7113.1,2007.6,1990.5,1576.2,6746.8,2140.9,1581.8,6040.8,5072.5,1340.4,1060.1,1123.5,1343.3,1349.5,1820.9,2340.2,6464.6,,
,,Petrochemical Feedstocks,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Asphalt,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Product slate,,,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,,
,,Gasoline,,,402661594.7,158208773.8,115480466.6,192513216.9,153298642.5,90267746.2,242121491.7,240015343.6,181974702.9,225121202.8,95164454.8,220275445.7,165845704.3,223719522.3,157899028.4,144018343.2,242818348,62146773.6,161556369.3,185539978.5,200645795.7,180526254.2,120973762.2,183348777.2,205434524.9,130246025.6,104124758.2,126504491.9,194931918,109756835.2,182762774.4,117851999.7,62673603.6,117851999.7,92324602.4,142557781.4,161272366.3,129189323.1,148517304.4,215423930.8,180404542.5,128280556.8,185370704.6,165034852.8,169029191.7,192255091.3,222358674.1,185495795.4,142882011.5,142882011.5,171546791.8,237342213.2,373616157.2,135754203.9,113299330.7,162900986.8,256446193.6,124997577.3,248832524.6,151232895.8,205179071.5,124997577.3,280362096.6,207788430.9,207236160.7,207604553.1,232976869.6,170284129.4,79378571.2,80566081.8,88112322.7,130014942.6,135087175.2,235668165.2,282072032.2,,
,,Jet Fuel,,,39837610.4,98126804,54484505.3,85371181,104348655.6,127784516.3,49148824.2,98494094.7,100838991.2,43926937.9,122546036.1,50938450.1,118568603.4,132602484.4,127210034.7,143210272.9,30657631.6,95693609.2,105135120.7,108425978.7,108633047.1,108747361.3,87925714.7,85441516.9,140908878.9,89473052,76842911.8,94589426.6,106838980.2,129802741.1,172224880.7,149973643.1,56457796.6,149973643.1,117124978.9,112991998.7,125542318.9,111059330.6,92989817,116955440.5,107884868.2,127853690.5,117851570.2,93003713.6,106729819,112004103.6,118827204.4,91363967,131503423.7,131503423.7,129803502.9,131144159,76454821.6,127272964.2,149780313.9,86493011.2,91405239.2,127035447.2,51560100.8,124120922.3,101253997.1,127035447.2,56057749.1,117228206,112323245.2,55223193,60719052.8,60198736.3,158075249.2,148394149.5,95894038.3,83804634.8,127684416.8,87311115.4,69765867.6,,
,,Diesel,,,2317216.8,129356411.8,106235813.8,102439539.2,36255802.9,60764898.7,195891635.8,155935467.6,78066748.5,212253583,55254291.7,219997179,97040285,109209092.4,99477482.5,40963924,189153738.7,46464273.8,102681055.4,94185505.8,112885419,99428059.8,99047134.8,110307500.6,86506259.3,132517508.7,79918183.2,66422138.8,99346616.8,41311780.5,106820891.8,72642918.3,78531154.8,72642918.3,72094897.6,43230331.3,45500215.7,66194097.7,94459121.5,79075238.6,102118697.6,44037100.4,98200140.2,96198305.3,102399154.8,107142930.6,103071514.9,100183066.6,54492148.9,54492148.9,55283206.3,46492635.6,8164628.7,46672714.2,60649588.6,124350083.9,155301328.1,49337133.6,204751134.5,42948059.8,108223379.7,49337133.6,171984238.4,100578190.4,111617073.6,196382968,150184768.8,118256991.4,100818907.4,87951904.7,44844714.2,93785816.2,60543647,111756759.3,99700087.3,,
,,Fuel Oil,,,920856.1,0,0,0,53842774.1,65435812.3,0,0,0,0,71617897.1,0,0,0,0,54179692.9,0,70558663.3,0,0,0,0,0,0,0,0,0,54830157.6,0,61398241.4,0,64682281.9,76647823.5,64682281.9,59510095.4,52231489.4,47810919,59651950.4,0,0,0,43238562.1,0,0,0,0,0,0,53616794.4,53616794.4,50240047.3,37759414.8,4763728.4,46042751.7,49031388,0,0,43184186.9,0,47764977.9,0,43184186.9,0,0,0,0,0,0,105226586,91446884.3,49224922.7,0,37770923.9,0,0,,
,,Coke,,,0,0,0,0,0,0,52145334.4,0,0,70423240.6,0,62763276.7,0,0,0,0,68848664.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36478193,0,52668544.7,0,0,0,42435784.1,0,0,101947465.5,91192906.5,0,0,0,0,0,0,0,100172380,,
,,Residual fuels,,,454410.1,173496870.5,295687498.8,172278482.3,158299936.4,193879894.2,25533206.8,65291566.2,183619582.1,26275297.2,186676061.2,27107578.7,177699090.1,70682498.9,175043216.5,153912915.3,26317605.4,275458803.3,190699562.9,162520179.5,114197458.9,160553025.7,244703191.6,168646726.4,68966752.4,215041463.9,295548126.5,198186122.9,140128649.8,159855443.2,101929063.4,152864417.9,271066517.1,152864417.9,197999187.5,181028479.8,146398001.8,171165770.6,206083951.8,102947479.8,157541423.9,193104066.7,140043934.4,204343428.2,176673988.6,137025583.6,77787865.7,173126121.2,149653045,149653045,111502288,43624545.7,2880055.2,182149943.4,167662800.2,180981117,21105657.3,191825779.4,27351340.7,157416803,129615446.3,191825779.4,22729835,113485758.3,136418687,23428090.3,16038186.7,223322094.7,107626404,144156662.7,282146653.7,263479886.1,177610499.6,93348620.7,20521724.3,,
,,Surplus RFG,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Surplus NCR H2,,,14891762.8,0,0,0,3665368.8,2259283.9,0,0,0,0,3659881.2,0,0,0,0,0,0,2239501.1,0,0,0,0,0,0,0,0,0,2207839.8,0,5135250.4,0,0,826957.5,0,904494.2,0,499132.7,1002590.9,0,0,0,3931946.8,0,0,0,0,0,0,1234731.9,1234731.9,4748400,1795299.3,7179994.7,1008920.9,757060.2,0,0,414913.4,0,2301164,0,414913.4,0,0,5303061,0,0,0,812277.3,0,1518612.4,0,0,0,0,,
,,Liquefied Petroleum Gases (LPG),,,15223629.2,5366017.6,4012643.2,6115956.3,7362558,4812572.3,23251880.9,7372460.9,5934234.5,21622468.9,5223125,21079572.4,6065965.9,7895529,6167672.3,7200793.5,27018337.5,3449899.1,5231585.8,6677580.6,7679997.8,6425142.9,4538583.5,6729021.6,8910253.5,5002211.3,4164139.5,5637195,7747565.4,5889902.6,6299506.5,5711244,3465361.8,5711244,5372953.6,6251759.9,7662546.7,6708329.4,5814689.4,7984017.8,6692042,6644649.2,6945979.1,5756451.9,6238889.4,7333108.8,8362006.7,6877683.3,7287040.3,7287040.3,7594859.4,10075674.4,14581338.2,6238246,6103800.8,7020807.6,21926251.1,5883838.2,26591770.5,7496014.3,7435316.2,5883838.2,25217679,7997926.3,5906754.4,22583220.6,18957251.6,5006017.8,3957258.7,4194279,5016417.2,5041729,6798443.7,8740151.9,24165485.2,,
,,Petrochemical Feedstocks,,,10884196,4411325.1,3345950.8,5090891.6,5493915.4,3515691.8,14138296.1,6266280.6,4724598.4,13073732.6,3893580.9,12890992.4,5056568.9,6210730.7,4879636.7,5345129.3,15923393.8,2533994.2,4096487.6,5284962.3,6025320,4988516.6,3630208.3,5265319.3,7250297.9,4193828.4,3403785.5,4006024,6213346.9,4418118.6,4101317.2,4062736.2,2557732.1,4062736.2,4053574.4,4463446.9,5647866.2,5020739.5,4624438.8,6200297.9,5355023.1,4975327.1,5557526.3,4589025.9,5024491.1,5969325.2,6563953.7,5373148.7,5439405.9,5439405.9,5444461.5,7268091.5,10478418.6,4487156,4523039.4,5657997,13295789,4242030.8,15852681.3,5593796.1,5813463,4242030.8,15119640.3,6392562.2,4411423.7,13294491.6,11257851.9,3715362.5,2802998.4,3051771.2,3829711.4,4023359.1,5029880.5,6720768.2,14741105.8,,
,,Asphalt,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gasoline S wt%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Gasoline H2 wt%,,,14.3,14.2,14.2,14.3,13.5,13.3,14.8,14.4,14.3,14.9,13.1,14.8,14,14.2,14,13.4,15,13.1,14.4,14.2,14,14.3,14.1,14.2,13.6,13.9,13.9,13.9,13.9,13.1,14.7,13.6,13.1,13.6,12.8,13.9,13.6,13.3,14,14.1,14.1,13.3,14,14.2,14.1,14,14,14.1,13.3,13.3,13.9,14,14.2,13.8,13.2,13.7,14.9,13.7,14.9,13.4,14.2,13.7,14.9,14,14.8,15,15.4,16,13.6,13.5,12.9,14,13.4,14.2,14.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Product slate (mass flow rates),,,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,,
,,Gasoline,,,9400187.1,3721573.1,2718406.4,4525414.2,3603820.2,2127400.8,5701814.6,5642507,4270441.3,5302347.7,2246733.5,5193462.3,3910971.2,5251966,3715517.6,3389163.6,5718994.7,1466964.7,3787939.6,4357963.2,4715070.7,4235656.1,2846375.8,4303979.8,4851120.8,3074985.8,2455795.9,2963692.2,4588982.5,2589826.6,4257155.5,2767088.6,1479472.7,2767088.6,2185536,3338905.1,3788629.5,3044726.3,3493739.4,5056014.9,4241987.9,3023109.9,4359795.7,3876715,3977184.3,4527196.1,5224752,4355403.6,3365156.1,3365156.1,4019232.6,5556070.7,8729153.2,3183936.2,2672541.8,3843225.5,6023172.5,2933722,5862060.5,3558628.7,4815908.2,2933722,6581506.5,4887393.7,4841411.2,4892895.5,5462796.7,3975388.2,1864758.6,1896826.1,2085093.6,3060400.9,3179271.5,5527464.2,6642885.6,,
,,Jet Fuel,,,959662.3,2363811.4,1312496.6,2056536.7,2513691.8,3078246.6,1183963.5,2372659.2,2429146.2,1058171.6,2952054.9,1227074.4,2856241.2,3194308.3,3064407.7,3449843.1,738522.6,2305197.3,2532637.2,2611911.9,2616900,2619653.8,2118073.7,2058231,3394404,2155348.1,1851096.2,2278598.3,2573682.1,3126864.3,4148786.3,3612768.3,1360031.9,3612768.3,2821465.2,2721904.3,3024233.5,2675347.6,2240064.7,2817381.1,2598876.9,3079912.9,2838968.3,2240399.5,2571052.5,2698106.6,2862470.7,2200899,3167832.6,3167832.6,3126882.6,3159178.2,1841747.3,3065923.6,3608111.1,2083560.8,2201893.2,3060202,1242049.6,2989992.9,2439143.5,3060202,1350395,2823951.8,2705794.5,1330291.1,1462682.8,1450148.7,3807930.8,3574719.3,2310025.5,2018799.6,3075835.2,2103268.4,1680614.7,,
,,Diesel,,,56118.1,3130010.9,2574102.9,2476898.4,878039,1471597.5,4743312.7,3772581.7,1888040.7,5141749.9,1338142.2,5331259.8,2346905,2642776.7,2407536.1,992059.7,4575944.9,1125266.6,2485359.7,2278511.5,2734063.5,2407331.3,2402273.6,2672640.9,2092024.6,3214510.7,1936335,1608603.9,2404177.8,1000484.1,2587385,1759258.1,1901858.7,1759258.1,1745986.1,1046947.3,1101919.1,1603081.2,2291146.3,1912684.8,2471245.8,1066485.6,2375799.2,2328267.8,2478200,2592410.5,2494773.1,2426157.5,1319684.8,1319684.8,1338842.5,1125953.4,197730.1,1130314.6,1468804.9,3012426.6,3758155.3,1194841.2,4955176.5,1040111.3,2620596.6,1194841.2,4161394.8,2433636.3,2702118.9,4760713,3642221.6,2871927.4,2441621,2130009.4,1086044.3,2270650.4,1466239.3,2705848.5,2408515,,
,,Fuel Oil,,,22485.8,0,0,0,1320038.1,1609475.4,0,0,0,0,1748136.1,0,0,0,0,1328127,0,1725395.9,0,0,0,0,0,0,0,0,0,1345617,0,1503633.6,0,1609417.5,1906999.8,1609417.5,1481223.3,1289105.2,1180692.7,1476330.9,0,0,0,1073313.6,0,0,0,0,0,0,1323035,1323035,1235729,920885.9,116690.2,1134989.7,1207764,0,0,1066953.6,0,1174851,0,1066953.6,0,0,0,0,0,0,2609979.7,2272965.1,1226006.5,0,937071.9,0,0,,
,,Coke,,,0,0,0,0,0,0,1434088.2,0,0,1936762.7,0,1726100.3,0,0,0,0,1893459.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003214.3,0,1448477.4,0,0,0,1167058.6,0,0,2803734.3,2507965,0,0,0,0,0,0,0,2754916.3,,
,,Residual fuels,,,11242.9,4373310,7755188.4,4336361.7,3897255.5,4828426.2,661522.9,1654735.9,4578389.1,680749.2,4600358.2,702312.3,4486754.6,1779050.1,4436661.5,3785162,681845.4,6820068.9,4963171.5,4138489.6,3000539.9,4174728.5,6446240.4,4311489.4,1755750.5,5586110.2,7719597.5,4978782.9,3545486.2,4009689.5,2570145.6,3701424.3,6810713.6,3701424.3,4982296.5,4556867.9,3672098.6,4294780.8,5185853.3,2630424.4,4002789.2,4829911.2,3551511.8,5227454.8,4498613.6,3492657.4,1971419,4394852.9,3704497.9,3704497.9,2768386.3,1081685.2,67680.3,4539958.8,4160076,4602984.7,546812.5,4801291.2,708627.7,3916170,3288680.9,4801291.2,588892.2,2876399.1,3612238.6,606982.8,415522.7,5885847.8,2702609.5,3636744.2,7083593,6876173.2,4417624.7,2365003.1,531683.7,,
,,Sulphur,,,52.3,18920.8,30340.6,11655.3,1000.9,2636.6,79786.5,27345.2,20851.4,29562.9,751,30310.1,20777.7,77117.2,39099.2,4434.5,23282.6,1024.2,105487.3,70105.5,133439.6,130815,262879.2,152172,51216.2,178049,130863.7,3921.5,73330.9,804.8,9636.6,4282.1,2351.6,4282.1,3096.3,4667,4531.2,7438.3,159044.7,103515.9,70466,8384.6,96338.8,109803,132976.7,127718.6,68108.8,42440.2,3149.9,3149.9,1482.7,2879.4,1442.9,3507.8,10503.1,85782.5,117943,4439.1,16407.9,7186.6,42498.9,4439.1,-1.2,91073.3,36589.2,268253,390313.9,147139.6,7393.7,5874.1,3456,102100.2,6585.4,50040.9,233208,,
,,Surplus RFG,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Surplus NCR H2,,,117205.4,0,0,0,28848.2,17781.7,0,0,0,0,28805,0,0,0,0,0,0,17626,0,0,0,0,0,0,0,0,0,17376.8,0,40416.9,0,0,6508.6,0,7118.8,0,3928.4,7890.9,0,0,0,30946.3,0,0,0,0,0,0,9717.9,9717.9,37372.2,14129.9,56510,7940.7,5958.4,0,0,3265.6,0,18111.3,0,3265.6,0,0,41737.6,0,0,0,6393,0,11952.2,0,0,0,0,,
,,Liquefied Petroleum Gases (LPG),,,329410.3,115981.1,86707.9,132195.3,159262.7,104114,502348.8,159311.4,128312.1,467120.5,112981.6,455376.3,131110.6,170722.9,133350.3,155767.3,583708.2,74631.3,113115.3,144379.6,166055.7,138932.3,98105.2,145491.3,192622.2,108080.4,90002.3,121977.6,167496.3,127400.4,136374.9,123577.1,74963.7,123577.1,116213,135272.5,165764.6,145106.1,125701.1,172655.6,144676.7,143728.3,150169.1,124450.5,134871.6,158518.3,180810.6,148712.8,157627.1,157627.1,164329.5,218000.6,315500.4,134972.9,132036.7,151768.7,473793.9,127302.4,574494.7,162148.6,160768,127302.4,544912.2,172911.5,127755.6,487894.2,409689.5,108256.5,85623.7,90737.8,108493.9,108996,147066.4,189012,522119.8,,
